FORMATTED DATE-TIME           DT   MG   TR     WS     CW     HW     TP     WC     RH     HI     DP     WB      BP      AL       DA
YYYY-MM-DD HH:MM:SS            s  Mag True    m/s    m/s    m/s     °C     °C      %     °C     °C     °C     hPa       m        m
----------------------------------------------------------------------------------------------------------------------------------
2014-08-14 18:00:00    461354400  ***  ***    0.0    0.0    0.0   21.7   21.7   69.0   22.1   15.7   17.5  831.70    1632     2317
2014-08-14 18:20:00    461355600  ***  ***    0.0    0.0    0.0   21.5   21.5   71.8   21.9   16.2   17.8  831.90    1631     2311
2014-08-14 18:40:00    461356800  ***  ***    0.0    0.0    0.0   20.9   20.9   72.1   21.1   15.7   17.3  832.10    1629     2285
2014-08-14 19:00:00    461358000  ***  ***    0.0    0.0    0.0   20.2   20.2   78.3   20.4   16.3   17.5  832.10    1628     2263
2014-08-14 19:20:00    461359200  ***  ***    0.0    0.0    0.0   19.8   19.8   82.1   20.0   16.6   17.6  832.30    1627     2252
2014-08-14 19:40:00    461360400  ***  ***    0.0    0.0    0.0   19.1   19.1   86.8   19.4   16.9   17.6  832.60    1624     2227
2014-08-14 20:00:00    461361600  ***  ***    0.0    0.0    0.0   18.8   18.8   87.7   19.1   16.7   17.3  832.70    1623     2216
2014-08-14 20:20:00    461362800  ***  ***    0.0    0.0    0.0   18.7   18.7   88.6   19.0   16.8   17.3  833.10    1619     2206
2014-08-14 20:40:00    461364000  ***  ***    0.0    0.0    0.0   18.7   18.7   89.1   19.0   16.8   17.3  833.10    1619     2205
2014-08-14 21:00:00    461365200  ***  ***    0.0    0.0    0.0   18.6   18.6   88.4   18.9   16.7   17.3  833.20    1618     2202
2014-08-14 21:20:00    461366400  ***  ***    0.0    0.0    0.0   18.5   18.5   87.4   18.7   16.4   17.1  833.40    1616     2195
2014-08-14 21:40:00    461367600  ***  ***    0.0    0.0    0.0   18.4   18.4   84.7   18.5   15.8   16.6  833.10    1619     2191
2014-08-14 22:00:00    461368800  ***  ***    0.0    0.0    0.0   18.2   18.2   84.2   18.2   15.5   16.4  832.80    1621     2183
2014-08-14 22:20:00    461370000  ***  ***    0.0    0.0    0.0   17.9   17.9   83.2   17.9   15.0   15.9  832.60    1624     2176
2014-08-14 22:40:00    461371200  ***  ***    0.0    0.0    0.0   17.7   17.7   81.2   17.6   14.4   15.5  832.60    1623     2164
2014-08-14 23:00:00    461372400  ***  ***    0.0    0.0    0.0   17.4   17.4   83.0   17.4   14.4   15.4  832.70    1623     2153
2014-08-14 23:20:00    461373600  ***  ***    0.0    0.0    0.0   17.1   17.1   80.6   16.9   13.7   14.9  832.60    1623     2141
2014-08-14 23:40:00    461374800  ***  ***    0.0    0.0    0.0   17.0   17.0   82.1   16.9   13.9   15.0  832.80    1622     2137
2014-08-15 00:00:00    461376000  ***  ***    0.0    0.0    0.0   17.2   17.2   82.2   17.1   14.1   15.1  832.70    1623     2145
2014-08-15 00:20:00    461377200  ***  ***    0.7    0.7    0.7   17.5   17.5   76.0   17.1   13.3   14.8  832.60    1624     2155
2014-08-15 00:40:00    461378400  ***  ***    0.5    0.5    0.5   17.6   17.6   74.6   17.1   13.1   14.7  832.50    1625     2159
2014-08-15 01:00:00    461379600  ***  ***    0.0    0.0    0.0   17.5   17.5   77.0   17.2   13.4   14.8  832.40    1625     2157
2014-08-15 01:20:00    461380800  ***  ***    0.0    0.0    0.0   17.7   17.7   74.9   17.2   13.2   14.8  832.30    1627     2165
2014-08-15 01:40:00    461382000  ***  ***    0.0    0.0    0.0   17.7   17.7   77.1   17.4   13.6   15.0  832.50    1625     2163
2014-08-15 02:00:00    461383200  ***  ***    0.0    0.0    0.0   17.6   17.6   78.7   17.3   13.8   15.1  832.60    1624     2160
2014-08-15 02:20:00    461384400  ***  ***    0.0    0.0    0.0   17.6   17.6   78.6   17.3   13.8   15.1  832.40    1625     2161
2014-08-15 02:40:00    461385600  ***  ***    0.0    0.0    0.0   17.6   17.6   79.1   17.4   13.9   15.1  832.60    1624     2160
2014-08-15 03:00:00    461386800  ***  ***    0.0    0.0    0.0   17.2   17.2   82.1   17.1   14.1   15.1  832.70    1622     2146
2014-08-15 03:20:00    461388000  ***  ***    0.0    0.0    0.0   17.2   17.2   82.3   17.1   14.2   15.2  832.80    1622     2145
2014-08-15 03:40:00    461389200  ***  ***    0.0    0.0    0.0   17.3   17.3   81.9   17.2   14.2   15.2  832.80    1622     2149
2014-08-15 04:00:00    461390400  ***  ***    0.0    0.0    0.0   17.4   17.4   79.8   17.2   13.9   15.0  832.90    1621     2152
2014-08-15 04:20:00    461391600  ***  ***    0.0    0.0    0.0   17.2   17.2   82.4   17.1   14.2   15.2  832.70    1622     2147
2014-08-15 04:40:00    461392800  ***  ***    0.0    0.0    0.0   17.2   17.2   81.3   17.1   14.0   15.0  832.90    1620     2141
2014-08-15 05:00:00    461394000  ***  ***    0.0    0.0    0.0   17.4   17.4   82.0   17.3   14.3   15.3  833.10    1619     2148
2014-08-15 05:20:00    461395200  ***  ***    0.0    0.0    0.0   17.3   17.3   82.1   17.2   14.2   15.2  833.00    1620     2145
2014-08-15 05:40:00    461396400  ***  ***    0.0    0.0    0.0   17.4   17.4   81.8   17.3   14.2   15.2  833.30    1617     2147
2014-08-15 06:00:00    461397600  ***  ***    0.4    0.4    0.4   16.9   16.9   87.8   17.0   14.9   15.5  833.50    1615     2131
