FORMATTED DATE-TIME           DT   MG   TR     WS     CW     HW     TP     WC     RH     HI     DP     WB      BP      AL       DA
YYYY-MM-DD HH:MM:SS            s  Mag True    m/s    m/s    m/s     °C     °C      %     °C     °C     °C     hPa       m        m
----------------------------------------------------------------------------------------------------------------------------------
2014-08-27 08:20:00    462442800  ***  ***    1.0    1.0    1.0   16.5   16.5   85.8   16.5   14.1   14.9  757.50    2385     3057
2014-08-27 08:40:00    462444000  ***  ***    0.5    0.5    0.5   16.8   16.8   82.3   16.7   13.8   14.8  757.60    2384     3064
2014-08-27 09:00:00    462445200  ***  ***    1.0    1.0    1.0   16.7   16.7   79.9   16.5   13.2   14.3  757.80    2382     3058
2014-08-27 09:20:00    462446400  ***  ***    0.8    0.8    0.8   17.7   17.7   74.7   17.2   13.1   14.6  757.90    2380     3087
2014-08-27 09:40:00    462447600  ***  ***    0.8    0.8    0.8   18.8   18.8   77.9   18.6   14.9   16.0  758.10    2379     3130
2014-08-27 10:00:00    462448800  ***  ***    0.0    0.0    0.0   17.4   17.4   75.7   17.0   13.1   14.5  758.00    2380     3078
2014-08-27 10:20:00    462450000  ***  ***    0.7    0.7    0.7   15.0   15.0   88.4   15.2   13.1   13.7  758.10    2379     2994
2014-08-27 10:40:00    462451200  ***  ***    0.5    0.5    0.5   15.2   15.2   90.8   15.5   13.8   14.3  758.20    2378     3005
2014-08-27 11:00:00    462452400  ***  ***    0.0    0.0    0.0   15.4   15.4   90.8   15.7   13.9   14.4  758.10    2379     3013
2014-08-27 11:20:00    462453600  ***  ***    0.6    0.6    0.6   17.6   17.6   81.3   17.5   14.4   15.4  757.80    2381     3092
2014-08-27 11:40:00    462454800  ***  ***    0.0    0.0    0.0   16.2   16.2   81.8   16.1   13.1   14.1  758.00    2380     3038
2014-08-27 12:00:00    462456000  ***  ***    0.0    0.0    0.0   16.3   16.3   86.3   16.4   14.1   14.8  757.80    2382     3048
2014-08-27 12:20:00    462457200  ***  ***    0.0    0.0    0.0   16.5   16.5   86.5   16.6   14.3   15.0  758.00    2379     3053
2014-08-27 12:40:00    462458400  ***  ***    0.0    0.0    0.0   16.4   16.4   81.6   16.3   13.2   14.2  758.00    2380     3043
2014-08-27 13:00:00    462459600  ***  ***    0.8    0.8    0.8   17.6   17.6   81.0   17.5   14.3   15.3  757.80    2381     3089
2014-08-27 13:20:00    462460800  ***  ***    0.6    0.6    0.6   16.2   16.2   87.9   16.3   14.2   14.8  757.60    2383     3047
2014-08-27 13:40:00    462462000  ***  ***    0.0    0.0    0.0   17.9   17.9   77.8   17.6   14.0   15.2  757.60    2384     3103
2014-08-27 14:00:00    462463200  ***  ***    0.5    0.5    0.5   17.2   17.2   78.6   16.9   13.5   14.7  757.30    2387     3082
2014-08-27 14:20:00    462464400  ***  ***    0.3    0.3    0.3   18.8   18.8   75.9   18.5   14.5   15.8  757.30    2387     3140
2014-08-27 14:40:00    462465600  ***  ***    0.0    0.0    0.0   18.8   18.8   74.6   18.4   14.2   15.6  757.00    2389     3139
2014-08-27 15:00:00    462466800  ***  ***    0.4    0.4    0.4   17.7   17.7   80.4   17.5   14.3   15.3  756.80    2393     3108
2014-08-27 15:20:00    462468000  ***  ***    0.0    0.0    0.0   17.1   17.1   83.3   17.1   14.2   15.1  756.90    2392     3085
2014-08-27 15:40:00    462469200  ***  ***    0.0    0.0    0.0   17.6   17.6   79.3   17.4   14.0   15.1  756.70    2394     3106
2014-08-27 16:00:00    462470400  ***  ***    0.0    0.0    0.0   18.7   18.7   76.5   18.4   14.5   15.8  756.60    2395     3143
2014-08-27 16:20:00    462471600  ***  ***    0.0    0.0    0.0   18.9   18.9   77.2   18.7   14.8   16.0  756.40    2396     3154
2014-08-27 16:40:00    462472800  ***  ***    1.1    1.1    1.1   19.4   19.4   66.8   18.9   13.1   15.1  756.30    2397     3163
2014-08-27 17:00:00    462474000  ***  ***    0.0    0.0    0.0   18.6   18.6   69.9   18.0   13.0   14.8  756.30    2398     3137
2014-08-27 17:20:00    462475200  ***  ***    0.0    0.0    0.0   17.0   17.0   69.2   16.2   11.3   13.2  756.20    2398     3077
2014-08-27 17:40:00    462476400  ***  ***    0.9    0.9    0.9   16.4   16.4   67.7   15.6   10.4   12.5  756.40    2397     3052
2014-08-27 18:00:00    462477600  ***  ***    0.0    0.0    0.0   15.3   15.3   74.7   14.8   10.8   12.4  756.60    2395     3013
2014-08-27 18:20:00    462478800  ***  ***    0.0    0.0    0.0   14.5   14.5   76.4   14.1   10.4   11.9  756.60    2395     2987
2014-08-27 18:40:00    462480000  ***  ***    1.0    1.0    1.0   15.5   15.5   64.9   14.6    8.9   11.3  756.90    2392     3010
2014-08-27 19:00:00    462481200  ***  ***    0.4    0.4    0.4   14.0   14.0   75.4   13.6    9.7   11.2  756.90    2390     2960
2014-08-27 19:20:00    462482400  ***  ***    0.8    0.8    0.8   14.1   14.1   78.7   13.8   10.4   11.7  757.00    2389     2964
2014-08-27 19:40:00    462483600  ***  ***    1.1    1.1    1.1   14.2   14.2   78.9   14.0   10.6   11.9  757.30    2387     2969
2014-08-27 20:00:00    462484800  ***  ***    0.7    0.7    0.7   14.1   14.1   80.2   13.9   10.8   12.0  757.30    2386     2964
2014-08-27 20:20:00    462486000  ***  ***    0.8    0.8    0.8   13.5   13.5   82.0   13.4   10.5   11.5  757.40    2386     2940
